tweet_text,cyberbullying_type
Nice job,not_cyberbullying
You're awesome,not_cyberbullying
Congratulations,not_cyberbullying
Perfect,not_cyberbullying
Well done,not_cyberbullying
Thank you,not_cyberbullying
I love working with you,not_cyberbullying
You're innovative,not_cyberbullying
Nice job,not_cyberbullying
Amazing effort,not_cyberbullying
I respect you,not_cyberbullying
Nice job,not_cyberbullying
You're reliable,not_cyberbullying
You're caring,not_cyberbullying
Thank you,not_cyberbullying
You're creative,not_cyberbullying
You inspire me,not_cyberbullying
You're incredible,not_cyberbullying
You're smart,not_cyberbullying
You're innovative,not_cyberbullying
Well done,not_cyberbullying
I'm proud of you,not_cyberbullying
Nice job,not_cyberbullying
You're innovative,not_cyberbullying
You can do it,not_cyberbullying
I love working with you,not_cyberbullying
I admire you,not_cyberbullying
I admire you,not_cyberbullying
Excellent work,not_cyberbullying
I admire you,not_cyberbullying
You're excellent,not_cyberbullying
I'm proud of you,not_cyberbullying
I respect you,not_cyberbullying
You're caring,not_cyberbullying
Perfect,not_cyberbullying
Amazing effort,not_cyberbullying
I respect you,not_cyberbullying
Keep going,not_cyberbullying
Perfect,not_cyberbullying
Great job,not_cyberbullying
I love working with you,not_cyberbullying
You're kind,not_cyberbullying
You're reliable,not_cyberbullying
I believe in you,not_cyberbullying
You're reliable,not_cyberbullying
You're awesome,not_cyberbullying
You're trustworthy,not_cyberbullying
I admire you,not_cyberbullying
Well done,not_cyberbullying
You're creative,not_cyberbullying
You're wonderful,not_cyberbullying
You're great,not_cyberbullying
You're capable,not_cyberbullying
You're my inspiration,not_cyberbullying
You inspire me,not_cyberbullying
You're brilliant,not_cyberbullying
You're incredible,not_cyberbullying
You're reliable,not_cyberbullying
You're smart,not_cyberbullying
You're a good friend,not_cyberbullying
You're intelligent,not_cyberbullying
Great job,not_cyberbullying
You inspire me,not_cyberbullying
I appreciate you,not_cyberbullying
Excellent work,not_cyberbullying
You're a good friend,not_cyberbullying
You're brilliant,not_cyberbullying
You're outstanding,not_cyberbullying
You can do it,not_cyberbullying
I'm proud of you,not_cyberbullying
Good work,not_cyberbullying
You're incredible,not_cyberbullying
You're supportive,not_cyberbullying
You're fantastic,not_cyberbullying
Well done,not_cyberbullying
I appreciate you,not_cyberbullying
Nice job,not_cyberbullying
You're capable,not_cyberbullying
You're excellent,not_cyberbullying
Thank you,not_cyberbullying
You're talented,not_cyberbullying
You're reliable,not_cyberbullying
You're brilliant,not_cyberbullying
Amazing effort,not_cyberbullying
You're outstanding,not_cyberbullying
Keep going,not_cyberbullying
You're reliable,not_cyberbullying
I appreciate you,not_cyberbullying
I appreciate you,not_cyberbullying
You're my inspiration,not_cyberbullying
Perfect,not_cyberbullying
Great job,not_cyberbullying
You're helpful,not_cyberbullying
You're great,not_cyberbullying
You're trustworthy,not_cyberbullying
You're caring,not_cyberbullying
Congratulations,not_cyberbullying
You can do it,not_cyberbullying
You're caring,not_cyberbullying
I love working with you,not_cyberbullying
You can do it,not_cyberbullying
Keep going,not_cyberbullying
You're trustworthy,not_cyberbullying
You inspire me,not_cyberbullying
You're reliable,not_cyberbullying
You're helpful,not_cyberbullying
You're amazing,not_cyberbullying
I love working with you,not_cyberbullying
You're my inspiration,not_cyberbullying
You're strong,not_cyberbullying
You're innovative,not_cyberbullying
You're brilliant,not_cyberbullying
You're outstanding,not_cyberbullying
You're my inspiration,not_cyberbullying
You're trustworthy,not_cyberbullying
Great job,not_cyberbullying
You're innovative,not_cyberbullying
You're reliable,not_cyberbullying
You inspire me,not_cyberbullying
You're intelligent,not_cyberbullying
You're amazing,not_cyberbullying
Thank you,not_cyberbullying
You're brilliant,not_cyberbullying
I believe in you,not_cyberbullying
You're outstanding,not_cyberbullying
You're intelligent,not_cyberbullying
You're excellent,not_cyberbullying
I admire you,not_cyberbullying
I respect you,not_cyberbullying
You inspire me,not_cyberbullying
You can do it,not_cyberbullying
Amazing effort,not_cyberbullying
You're caring,not_cyberbullying
I appreciate you,not_cyberbullying
Perfect,not_cyberbullying
I'm proud of you,not_cyberbullying
You're remarkable,not_cyberbullying
You're supportive,not_cyberbullying
You're capable,not_cyberbullying
Good work,not_cyberbullying
You're intelligent,not_cyberbullying
You're a good friend,not_cyberbullying
You're reliable,not_cyberbullying
You're strong,not_cyberbullying
You're trustworthy,not_cyberbullying
You're remarkable,not_cyberbullying
You're remarkable,not_cyberbullying
You're talented,not_cyberbullying
You're great,not_cyberbullying
You're brilliant,not_cyberbullying
Keep going,not_cyberbullying
You're brilliant,not_cyberbullying
You're helpful,not_cyberbullying
Nice job,not_cyberbullying
You're strong,not_cyberbullying
Good work,not_cyberbullying
You're a good friend,not_cyberbullying
Nice job,not_cyberbullying
I'm proud of you,not_cyberbullying
You're trustworthy,not_cyberbullying
You're innovative,not_cyberbullying
You're smart,not_cyberbullying
I admire you,not_cyberbullying
You're great,not_cyberbullying
You're intelligent,not_cyberbullying
You're outstanding,not_cyberbullying
You're amazing,not_cyberbullying
You're smart,not_cyberbullying
You're my inspiration,not_cyberbullying
You're outstanding,not_cyberbullying
You're trustworthy,not_cyberbullying
You're wise,not_cyberbullying
You're incredible,not_cyberbullying
You're incredible,not_cyberbullying
You're remarkable,not_cyberbullying
Amazing effort,not_cyberbullying
You can do it,not_cyberbullying
You're smart,not_cyberbullying
Great job,not_cyberbullying
You're reliable,not_cyberbullying
Keep going,not_cyberbullying
You're capable,not_cyberbullying
You're strong,not_cyberbullying
Excellent work,not_cyberbullying
You're wise,not_cyberbullying
You're a good friend,not_cyberbullying
Amazing effort,not_cyberbullying
I respect you,not_cyberbullying
You're reliable,not_cyberbullying
You're smart,not_cyberbullying
Keep going,not_cyberbullying
You're caring,not_cyberbullying
You're brilliant,not_cyberbullying
Congratulations,not_cyberbullying
Keep going,not_cyberbullying
You're talented,not_cyberbullying
You're outstanding,not_cyberbullying
You're a good friend,not_cyberbullying
You're incredible,not_cyberbullying
You inspire me,not_cyberbullying
You're brilliant,not_cyberbullying
You're wise,not_cyberbullying
You inspire me,not_cyberbullying
You're supportive,not_cyberbullying
You're remarkable,not_cyberbullying
Amazing effort,not_cyberbullying
You're innovative,not_cyberbullying
Nice job,not_cyberbullying
You can do it,not_cyberbullying
You can do it,not_cyberbullying
You're intelligent,not_cyberbullying
You're brilliant,not_cyberbullying
Well done,not_cyberbullying
Amazing effort,not_cyberbullying
Keep going,not_cyberbullying
You're amazing,not_cyberbullying
You're supportive,not_cyberbullying
You're wonderful,not_cyberbullying
Congratulations,not_cyberbullying
I love working with you,not_cyberbullying
I believe in you,not_cyberbullying
You're remarkable,not_cyberbullying
You're caring,not_cyberbullying
You're kind,not_cyberbullying
You're capable,not_cyberbullying
Keep going,not_cyberbullying
You're reliable,not_cyberbullying
Perfect,not_cyberbullying
You're excellent,not_cyberbullying
You're outstanding,not_cyberbullying
You're incredible,not_cyberbullying
You're smart,not_cyberbullying
Excellent work,not_cyberbullying
Well done,not_cyberbullying
Amazing effort,not_cyberbullying
Amazing effort,not_cyberbullying
Thank you,not_cyberbullying
You're intelligent,not_cyberbullying
Perfect,not_cyberbullying
You're wonderful,not_cyberbullying
Great job,not_cyberbullying
You're creative,not_cyberbullying
You inspire me,not_cyberbullying
You're a good friend,not_cyberbullying
You're kind,not_cyberbullying
Good work,not_cyberbullying
I love working with you,not_cyberbullying
You're amazing,not_cyberbullying
You're incredible,not_cyberbullying
You're intelligent,not_cyberbullying
Well done,not_cyberbullying
You're great,not_cyberbullying
Great job,not_cyberbullying
You're strong,not_cyberbullying
Excellent work,not_cyberbullying
You're strong,not_cyberbullying
You're kind,not_cyberbullying
You're creative,not_cyberbullying
You're smart,not_cyberbullying
You're smart,not_cyberbullying
Good work,not_cyberbullying
Congratulations,not_cyberbullying
You're creative,not_cyberbullying
Good work,not_cyberbullying
You're talented,not_cyberbullying
I believe in you,not_cyberbullying
Great job,not_cyberbullying
I'm proud of you,not_cyberbullying
You're brilliant,not_cyberbullying
You're creative,not_cyberbullying
You're capable,not_cyberbullying
I admire you,not_cyberbullying
Congratulations,not_cyberbullying
Great job,not_cyberbullying
You're caring,not_cyberbullying
You're amazing,not_cyberbullying
Excellent work,not_cyberbullying
Excellent work,not_cyberbullying
Congratulations,not_cyberbullying
You're innovative,not_cyberbullying
You're wonderful,not_cyberbullying
Good work,not_cyberbullying
You're awesome,not_cyberbullying
You're fantastic,not_cyberbullying
You're great,not_cyberbullying
You're trustworthy,not_cyberbullying
I appreciate you,not_cyberbullying
Keep going,not_cyberbullying
You can do it,not_cyberbullying
Congratulations,not_cyberbullying
Perfect,not_cyberbullying
You're reliable,not_cyberbullying
You're a good friend,not_cyberbullying
You're excellent,not_cyberbullying
Great job,not_cyberbullying
Amazing effort,not_cyberbullying
You're reliable,not_cyberbullying
You're a good friend,not_cyberbullying
You're caring,not_cyberbullying
You're kind,not_cyberbullying
You're capable,not_cyberbullying
You're remarkable,not_cyberbullying
You're kind,not_cyberbullying
I respect you,not_cyberbullying
You're awesome,not_cyberbullying
You're smart,not_cyberbullying
You're outstanding,not_cyberbullying
I admire you,not_cyberbullying
You're trustworthy,not_cyberbullying
You're intelligent,not_cyberbullying
I'm proud of you,not_cyberbullying
You're great,not_cyberbullying
You're a good friend,not_cyberbullying
You're capable,not_cyberbullying
You're intelligent,not_cyberbullying
You're kind,not_cyberbullying
Well done,not_cyberbullying
You're awesome,not_cyberbullying
I appreciate you,not_cyberbullying
You're talented,not_cyberbullying
Perfect,not_cyberbullying
You're wonderful,not_cyberbullying
You're amazing,not_cyberbullying
You're helpful,not_cyberbullying
Good work,not_cyberbullying
You're supportive,not_cyberbullying
I respect you,not_cyberbullying
You're incredible,not_cyberbullying
I'm proud of you,not_cyberbullying
Excellent work,not_cyberbullying
Nice job,not_cyberbullying
You're a good friend,not_cyberbullying
You're awesome,not_cyberbullying
You're creative,not_cyberbullying
Great job,not_cyberbullying
Nice job,not_cyberbullying
Nice job,not_cyberbullying
You're innovative,not_cyberbullying
I love working with you,not_cyberbullying
I love working with you,not_cyberbullying
Keep going,not_cyberbullying
Thank you,not_cyberbullying
You're reliable,not_cyberbullying
You're capable,not_cyberbullying
You're helpful,not_cyberbullying
Great job,not_cyberbullying
You're incredible,not_cyberbullying
You're kind,not_cyberbullying
I respect you,not_cyberbullying
You're creative,not_cyberbullying
You're reliable,not_cyberbullying
You're outstanding,not_cyberbullying
You're my inspiration,not_cyberbullying
You're brilliant,not_cyberbullying
I love working with you,not_cyberbullying
Keep going,not_cyberbullying
You're caring,not_cyberbullying
You're excellent,not_cyberbullying
You're wonderful,not_cyberbullying
You're kind,not_cyberbullying
